TargetName,JJ93.|.001.|.tumor,JJ93.|.001.|.CD45,JJ93.|.002.|.Ki67+.tumor,JJ93.|.002.|.tumor,JJ93.|.002.|.CD45,JJ93.|.003.|.Ki67+.tumor,JJ93.|.003.|.tumor,JJ93.|.003.|.CD45,JJ93.|.004.|.tumor,JJ93.|.004.|.CD45,JJ93.|.005.|.tumor,JJ93.|.005.|.CD45,JJ98.|.001.|.Ki67+.tumor,JJ98.|.001.|.tumor,JJ98.|.001.|.CD45,JJ98.|.002.|.Ki67+.tumor,JJ98.|.002.|.tumor,JJ98.|.002.|.CD45,JJ98.|.003.|.Ki67+.tumor,JJ98.|.003.|.tumor,JJ98.|.003.|.CD45,JJ98.|.004.|.tumor,JJ98.|.005.|.tumor,JJ98.|.006.|.tumor
TSGA10IP,18,5,3,10,5,3,10,1,16,6,9,3,6,8,13,1,27,5,4,9,27,10,4,3
TSGA13,13,6,3,7,1,1,4,1,8,4,5,1,1,5,8,1,9,1,2,4,22,9,7,1
TSHB,17,6,2,17,6,3,7,1,9,3,14,1,12,9,25,1,28,3,6,12,17,9,12,2
TSHR,17,2,3,9,2,4,9,1,6,4,11,2,8,3,10,4,18,1,6,15,20,5,4,1
TSHZ1,67,7,13,45,7,11,29,4,27,9,39,2,20,23,38,3,36,12,4,23,26,10,3,4
TSHZ2,35,3,4,9,2,3,6,2,10,5,13,1,4,9,14,2,13,2,1,15,25,1,6,1
TSHZ3,8,3,2,8,1,1,3,1,7,3,11,1,2,5,13,1,19,12,2,19,23,7,3,2
TSKS,22,7,3,11,4,5,9,1,7,5,7,2,5,9,8,1,12,4,2,12,25,8,7,2
TSKU,24,7,3,17,5,3,13,1,17,11,19,3,16,15,24,1,22,4,6,13,21,10,1,1
TSLP,15,3,3,8,4,1,5,1,5,2,8,1,6,5,11,3,11,9,1,16,16,6,5,1
TSN,65,9,11,35,4,9,33,8,36,12,45,6,27,26,35,10,43,18,7,40,73,8,10,1
TSNARE1,43,7,5,25,4,2,20,1,25,4,15,2,10,7,13,2,37,5,3,15,17,10,12,3
TSNAX,40,5,4,27,2,6,16,5,11,5,26,5,10,15,31,1,33,4,7,26,52,4,4,1
TSNAXIP1,25,3,6,24,3,2,11,1,14,5,13,5,7,13,16,2,37,7,5,19,28,19,4,2
TSPAN1,20,7,1,6,4,3,4,2,16,3,12,1,8,7,13,1,20,1,2,8,27,7,10,2
TSPAN10,11,5,1,8,2,1,5,1,10,4,8,2,5,8,8,1,6,1,1,5,19,8,4,1
TSPAN11,64,6,7,42,5,8,24,3,30,9,26,5,15,15,23,4,24,9,7,19,28,9,8,2
TSPAN12,22,4,2,15,3,6,4,1,7,3,13,3,5,11,18,1,13,5,3,9,24,5,4,2
TSPAN13,60,7,7,27,8,15,19,4,14,6,35,5,23,17,42,5,91,19,9,42,65,6,7,3
TSPAN14,44,5,4,27,10,4,18,4,22,9,29,2,18,18,41,2,20,7,3,23,64,8,6,1
TSPAN15,22,3,2,16,3,3,7,2,24,6,12,4,19,14,32,2,17,9,4,22,27,6,5,4
TSPAN16,23,6,2,7,3,8,9,2,13,2,18,1,7,15,16,2,18,3,1,10,20,6,6,2
TSPAN17,38,3,5,12,4,2,11,7,21,3,18,2,22,16,29,6,32,10,4,18,34,5,8,1
TSPAN18,17,7,1,10,2,1,6,2,6,4,14,1,2,5,13,1,20,4,4,18,23,6,6,1
TSPAN19,13,8,2,5,2,1,6,1,7,3,9,1,6,3,12,1,9,2,4,10,16,5,11,1
TSPAN2,17,7,3,15,1,1,8,3,6,2,15,3,7,7,8,1,20,5,3,21,31,7,7,2
TSPAN3,221,31,20,125,21,27,81,20,94,33,81,15,27,37,82,7,78,19,12,96,130,6,9,1
TSPAN31,66,5,9,39,5,8,22,5,31,6,34,3,13,25,36,3,45,12,7,33,48,9,5,2
TSPAN32,26,4,5,19,1,1,15,1,21,4,11,1,11,11,17,3,25,7,5,18,19,14,21,7
TSPAN33,23,8,3,12,1,3,7,2,25,4,10,1,6,13,38,4,30,6,5,22,48,11,7,1
TSPAN4,32,12,4,13,4,3,11,2,16,5,11,2,10,7,22,2,20,12,2,10,30,12,4,3
TSPAN5,48,9,7,20,4,3,9,3,16,5,17,1,16,13,19,4,32,7,7,35,38,6,3,1
TSPAN6,50,6,5,25,4,3,11,4,13,7,15,2,18,27,33,2,49,13,7,68,54,5,6,3
TSPAN7,244,28,23,152,30,29,90,24,93,25,137,28,29,27,51,7,59,12,7,40,38,7,4,3
TSPAN8,23,3,2,4,1,2,4,1,8,2,9,3,10,7,10,1,15,4,1,6,21,6,1,5
TSPAN9,37,5,1,17,1,6,16,4,16,8,11,2,5,15,21,3,22,7,1,21,22,9,7,2
TSPEAR,18,5,3,12,1,1,4,1,7,4,9,2,15,7,11,1,9,5,2,8,19,4,1,1
TSPO,17,5,3,9,3,4,6,3,9,4,8,1,11,8,19,2,13,14,2,14,42,3,7,3
TSPO2,25,5,4,11,3,2,9,1,11,6,12,1,6,6,12,1,20,10,4,17,26,14,8,3
TSPOAP1,86,6,9,38,10,4,44,2,34,1,35,2,17,16,18,3,28,3,4,27,24,13,13,2
TSPY1,12,3,1,7,2,1,4,2,8,1,6,1,33,32,34,14,83,11,17,52,48,41,26,6
TSPYL1,83,11,6,42,6,14,21,9,13,12,33,3,18,21,35,5,35,17,3,24,47,6,6,3
TSPYL2,201,13,14,118,9,14,83,7,108,8,111,7,14,45,32,8,63,17,8,57,45,29,8,2
TSPYL4,66,5,7,24,7,10,26,6,21,5,36,9,14,19,32,3,45,9,5,33,42,16,13,2
TSPYL5,11,7,2,10,2,1,7,2,5,3,14,1,5,3,14,2,17,2,1,15,18,6,3,5
TSPYL6,13,1,1,12,3,3,9,3,7,3,16,1,7,10,15,3,11,3,2,14,14,8,4,1
TSR1,35,7,5,15,4,6,12,5,19,2,21,1,12,16,28,8,30,16,12,27,37,9,5,2
TSR2,27,6,4,15,2,6,9,3,11,2,13,4,6,8,21,1,21,5,3,17,24,6,4,1
TSR3,46,9,3,33,8,5,18,3,25,2,18,4,13,23,34,8,69,15,5,46,58,13,13,1
TSSC4,29,3,4,11,2,5,9,3,16,5,13,3,11,9,17,1,17,4,3,17,22,8,4,2
TSSK1B,28,7,2,22,5,2,8,2,10,8,7,2,15,13,19,4,27,6,3,19,35,19,7,1
TSSK2,25,3,1,7,4,3,15,1,11,1,14,2,6,7,9,3,16,6,1,15,24,15,8,2
TSSK3,19,9,2,13,1,2,6,4,9,9,5,2,1,9,7,2,20,4,3,8,22,10,3,3
TSSK4,26,8,4,9,1,1,7,1,7,5,9,1,6,4,14,3,13,5,1,17,20,7,7,2
TSSK6,20,4,1,12,3,1,8,1,12,2,7,1,9,8,17,1,24,6,3,12,28,7,9,2
TST,28,4,2,13,2,4,9,2,11,2,7,1,7,10,20,5,20,8,5,18,25,14,6,1
TSTD1,14,2,1,11,1,4,5,3,11,3,8,2,6,2,15,5,41,12,5,35,54,6,9,3
TSTD2,32,5,3,18,1,5,7,3,20,2,18,10,15,5,18,3,25,4,1,20,27,5,7,2
TSTD3,19,6,4,15,3,2,7,3,19,4,17,1,9,14,15,1,21,2,3,16,19,2,6,1
TTBK1,37,8,8,23,1,5,10,1,18,5,25,1,9,11,19,2,25,7,3,28,28,8,16,3
TTBK2,59,8,1,40,2,11,20,1,25,6,28,5,15,18,23,2,26,5,7,26,42,7,2,3
TTC1,63,5,8,29,9,9,20,6,25,14,22,2,12,17,45,3,56,17,4,32,62,12,10,1
TTC12,21,8,1,9,2,6,4,1,14,2,10,1,5,7,11,3,21,6,4,15,30,8,11,3
TTC13,37,1,5,17,1,4,7,3,21,5,23,2,13,15,15,5,34,11,3,30,38,6,1,1
TTC14,114,6,9,65,3,2,28,1,38,7,35,5,13,26,27,6,44,7,6,36,48,6,2,1
TTC16,32,2,1,12,1,3,8,3,12,1,7,1,6,7,11,2,17,3,1,11,18,13,7,1
TTC17,70,8,6,30,2,5,35,2,40,12,24,3,27,21,23,1,30,13,4,24,41,9,4,3
TTC19,110,10,14,57,11,22,33,7,46,14,45,1,30,42,35,17,109,16,11,57,58,37,22,1
TTC21A,35,6,6,24,1,3,18,4,22,3,17,1,9,18,21,3,33,8,2,30,26,12,12,3
TTC21B,27,4,3,12,1,2,8,1,15,7,18,3,8,13,15,2,19,3,4,24,29,6,1,1
TTC22,13,7,4,6,2,1,3,2,10,5,5,4,7,7,12,3,11,2,1,4,18,3,4,1
TTC23,27,6,3,22,2,1,4,3,15,4,12,1,6,10,18,4,21,5,2,18,29,2,2,1
TTC23L,11,2,4,12,3,2,4,4,9,1,10,1,4,5,16,4,15,6,3,15,24,12,3,1
TTC24,17,1,2,12,1,3,4,2,11,5,10,2,11,6,8,1,16,3,3,14,18,5,6,1
TTC26,36,4,1,13,1,3,7,1,17,3,18,1,15,21,13,6,34,7,8,23,32,6,9,1
TTC27,38,7,3,20,3,6,15,4,19,6,13,4,13,14,19,1,30,8,3,25,35,5,4,1
TTC28,38,3,5,26,3,7,11,1,16,5,18,2,20,13,21,4,16,4,10,27,28,8,3,1
TTC29,15,3,1,6,2,1,4,4,6,2,9,1,3,4,15,1,7,6,1,11,21,5,2,1
TTC3,190,9,24,100,13,24,56,13,92,10,96,6,69,92,89,11,135,24,19,91,129,11,6,3
TTC30A,33,4,4,10,4,2,13,3,16,4,16,3,7,6,9,1,39,12,4,23,32,12,5,2
TTC30B,34,9,2,13,6,4,13,3,13,4,12,2,12,12,15,1,25,8,9,30,36,6,9,6
TTC31,76,5,16,40,8,9,23,4,32,3,30,4,18,22,31,7,55,19,8,30,64,41,49,14
TTC32,32,4,3,15,4,6,6,1,10,3,13,1,10,10,11,2,12,1,2,13,15,10,5,1
TTC33,87,10,11,32,9,9,21,10,31,16,42,5,22,40,58,7,47,13,8,58,102,105,93,17
TTC34,25,4,3,21,1,3,10,1,12,4,10,1,9,9,17,1,36,3,1,23,25,27,20,3
TTC36,35,6,4,14,2,2,13,1,11,4,10,2,12,9,11,2,24,6,2,16,19,14,28,4
TTC37,56,8,7,28,4,5,28,3,25,6,37,1,25,15,24,9,49,6,5,28,55,2,2,2
TTC38,23,3,1,16,5,4,8,2,10,3,13,2,6,11,17,3,17,10,5,13,36,11,3,1
TTC39A,17,6,2,15,1,3,5,2,10,4,7,1,9,16,14,3,16,3,2,10,28,14,14,2
TTC39B,27,5,2,16,5,2,16,1,13,6,20,1,7,9,24,4,24,3,2,29,24,10,13,1
TTC39C,29,9,5,13,2,1,6,3,16,3,9,1,13,10,20,2,24,5,8,19,35,7,3,1
TTC4,37,6,6,18,2,5,11,2,14,5,26,1,16,18,23,6,48,20,2,31,46,7,11,3
TTC5,25,4,3,11,4,3,12,2,11,2,10,2,8,10,10,3,14,6,2,12,26,8,4,2
TTC6,20,4,4,13,2,4,6,1,13,2,9,1,10,10,17,1,14,7,2,6,26,7,1,1
TTC7A,46,6,5,25,3,4,9,3,25,5,18,1,17,19,47,2,42,8,3,48,70,7,5,5
TTC7B,42,11,3,17,3,4,16,2,16,4,28,1,16,12,19,6,38,3,4,24,40,8,7,1
TTC8,30,6,4,28,1,5,7,2,12,7,24,1,14,17,16,4,37,5,1,22,25,5,3,1
TTC9,34,7,3,13,3,3,7,3,18,6,19,1,13,23,20,1,23,12,2,21,26,12,13,2
TTC9B,46,6,3,26,3,6,19,2,23,2,19,1,8,9,7,3,14,5,2,4,11,11,2,1
TTC9C,35,3,3,17,5,2,22,4,17,7,25,1,19,11,18,6,24,8,7,15,23,6,3,1
TTF1,62,8,5,27,8,10,18,2,27,6,24,1,16,20,22,5,32,9,11,21,39,9,6,2
TTF2,25,5,3,10,3,3,4,1,11,6,10,3,20,8,17,4,26,7,6,13,33,6,10,2
TTI1,48,5,5,27,2,9,20,2,32,11,21,4,31,27,20,6,43,7,6,27,36,6,3,2
TTI2,36,7,2,14,1,3,15,2,18,5,19,1,12,12,21,1,29,8,4,19,26,9,10,3
TTK,31,2,6,9,2,7,11,1,8,3,11,2,21,7,17,3,14,6,3,10,17,4,2,1
TTL,16,4,2,10,8,3,6,2,16,1,16,1,9,8,17,2,18,6,6,20,32,8,5,1
TTLL1,35,3,3,24,1,6,14,3,13,1,14,1,11,12,23,3,38,10,2,21,35,8,6,1
TTLL10,10,6,2,4,4,1,7,3,8,2,4,1,5,5,12,3,17,4,4,4,7,11,7,2
TTLL11,39,3,5,20,3,5,14,4,21,4,18,3,15,15,19,1,25,7,4,19,13,9,4,2
TTLL12,39,4,3,22,4,8,14,4,23,5,28,3,13,15,14,2,29,11,4,17,37,9,8,1
TTLL2,25,2,4,6,1,6,9,1,12,3,10,1,11,8,17,2,20,2,5,14,30,9,4,2
TTLL3,88,7,12,58,3,10,36,7,55,8,51,7,23,64,33,10,75,15,14,76,46,10,5,1
TTLL4,58,2,5,31,5,6,8,2,25,4,27,4,9,19,26,6,28,12,1,29,37,11,4,2
TTLL5,29,8,2,19,1,1,3,1,8,7,11,2,13,20,20,3,31,7,4,25,30,15,4,2
TTLL6,27,8,3,6,2,4,10,1,16,7,7,6,8,7,9,2,20,4,5,15,24,6,9,2
TTLL7,27,8,2,22,4,7,12,5,29,7,20,2,19,32,37,5,64,11,7,53,48,11,8,2
TTLL8,15,9,3,7,2,1,11,1,10,3,8,1,3,10,14,4,9,3,1,14,24,13,4,2
TTLL9,22,2,3,13,2,1,4,2,13,1,13,2,10,12,19,4,24,7,6,25,19,8,10,1
TTN,20,6,4,6,4,2,4,4,10,4,9,1,4,4,13,2,18,5,3,12,20,3,8,3
TTPA,24,6,2,15,2,3,13,2,12,2,3,2,10,10,10,1,18,6,7,14,26,14,12,1
TTPAL,40,3,3,22,3,3,12,3,32,7,15,1,6,9,14,5,36,8,3,25,38,6,8,1
TTR,28,8,4,14,1,4,9,3,13,7,21,3,13,14,19,1,29,12,1,21,36,8,6,3
TTYH1,70,15,5,41,21,4,18,8,51,20,48,10,78,122,108,18,214,31,32,161,190,34,28,3
TTYH2,49,11,4,38,17,4,20,15,52,13,33,8,18,46,54,3,69,13,5,60,49,22,11,6
TTYH3,275,20,32,145,26,36,107,13,138,36,136,11,96,112,152,40,274,78,27,155,210,44,29,8
TUB,65,3,4,32,5,4,29,4,22,1,23,2,10,4,6,3,7,1,3,8,17,1,2,1
TUBA1C,1327,104,265,467,116,288,300,111,464,179,388,46,2044,1275,2248,331,2329,659,573,1610,2662,138,78,7
TUBA3C,17,5,3,10,2,2,6,1,10,6,12,1,10,3,14,2,19,8,1,19,30,11,5,2
TUBA3D,44,3,3,11,4,7,12,1,14,6,22,4,4,8,16,1,16,2,3,17,37,22,22,3
TUBA3E,44,7,4,20,10,5,8,3,26,8,19,3,20,20,26,5,31,4,4,21,29,31,19,1
TUBA4A,29,4,2,18,5,4,10,6,11,8,16,3,9,30,9,4,26,12,5,18,30,17,5,4
TUBA4B,25,6,2,17,7,4,9,1,11,4,11,1,7,7,13,1,16,4,5,19,32,7,7,1
TUBA8,19,3,7,13,1,1,12,2,14,4,12,1,8,16,15,1,18,8,5,15,28,13,10,2
TUBAL3,30,5,1,8,3,2,9,1,8,5,13,1,9,3,17,1,16,5,2,22,31,6,4,1
TUBB,104,16,14,51,10,23,26,11,61,20,49,6,87,50,98,19,101,46,26,79,137,8,7,2
TUBB1,24,3,2,7,4,1,4,4,7,5,9,1,7,6,14,2,15,4,2,12,19,5,4,4
TUBB2A,43,7,8,21,9,6,20,6,14,13,21,8,34,20,56,11,101,14,16,49,56,9,6,2
TUBB2B,320,30,40,122,25,32,94,23,115,42,142,13,193,173,302,35,377,43,52,186,183,68,43,2
TUBB3,83,6,5,30,8,7,27,8,29,5,36,5,28,32,57,7,75,15,15,46,39,18,12,1
TUBB4A,63,7,10,31,6,7,28,8,56,10,36,4,130,72,107,7,56,10,22,101,101,14,12,3
TUBB4B,68,3,12,43,10,11,24,10,40,18,31,5,95,46,84,41,116,18,39,76,66,56,30,2
TUBB6,22,3,3,13,2,4,9,4,20,4,12,1,27,35,39,12,51,20,13,39,63,11,11,1
TUBB8,23,4,1,12,3,3,11,4,14,4,16,2,8,17,23,6,23,8,6,25,17,22,14,5
TUBD1,25,2,6,10,2,6,4,1,13,3,11,3,7,11,12,4,16,6,3,24,26,9,9,1
TUBE1,61,8,4,21,4,4,9,7,34,7,26,3,12,18,16,2,46,7,5,36,33,1,3,3
TUBG1,37,9,3,13,5,3,10,5,18,8,19,1,14,15,26,12,37,8,6,30,43,12,6,2
TUBG2,91,9,5,56,3,8,22,3,50,8,38,1,26,36,21,9,105,14,6,62,37,17,17,1
TUBGCP2,72,10,9,29,3,3,15,5,34,6,34,2,17,8,29,3,31,9,5,20,44,3,5,2
TUBGCP3,70,7,12,33,7,18,14,4,28,6,29,3,24,28,38,8,52,10,9,49,57,10,5,1
TUBGCP4,46,5,7,18,2,4,12,2,15,3,17,1,10,9,17,2,19,5,3,14,27,8,5,1
TUBGCP5,38,10,7,24,2,8,20,1,25,7,15,1,8,13,13,3,17,7,5,19,28,4,5,1
TUBGCP6,76,4,13,28,2,10,20,6,30,6,25,1,18,23,20,4,49,8,7,31,34,8,8,1
TUFM,97,11,7,44,13,14,29,8,37,16,27,6,35,41,60,9,71,33,11,50,101,22,15,1
TUFT1,18,6,1,11,2,4,7,2,8,5,12,1,7,7,10,1,20,4,2,16,16,6,4,2
TULP1,21,4,1,9,1,6,2,2,11,3,4,1,9,8,16,2,7,7,1,12,14,10,9,1
TULP2,23,5,5,14,2,2,8,3,5,6,8,1,8,8,19,2,15,3,4,10,14,6,7,1
TULP3,38,5,7,14,1,1,11,2,23,4,15,1,12,18,14,5,22,14,2,18,20,6,6,2
TULP4,49,7,4,28,4,12,14,4,34,19,33,4,28,35,44,5,57,8,12,38,39,13,7,1
TUSC1,24,4,2,4,3,1,3,2,6,5,7,2,10,8,18,2,11,3,2,14,21,11,7,1
TUSC2,158,10,13,129,9,18,51,6,100,15,63,2,33,58,47,12,134,25,19,92,91,46,30,3
TUSC3,47,6,6,26,6,4,9,1,13,3,17,3,8,14,25,1,18,12,5,27,47,5,5,3
TUT1,58,6,5,78,2,6,21,4,34,6,40,1,14,13,27,2,40,10,2,19,40,4,3,2
TUT4,37,3,1,26,4,2,5,5,17,7,21,2,13,24,17,4,33,11,7,28,24,4,3,2
TUT7,58,7,7,20,6,2,15,2,20,6,24,3,12,19,40,4,40,16,5,26,46,8,4,1
TVP23A,32,5,1,16,2,4,8,1,12,1,13,1,3,11,18,6,38,6,3,29,28,3,3,3
TVP23B,56,7,5,33,7,8,20,3,36,7,37,7,29,37,35,12,85,6,18,52,47,10,3,4
TWF1,81,14,6,38,10,10,13,9,34,10,39,2,17,33,63,15,63,22,10,49,95,8,12,2
TWF2,31,2,4,16,3,6,4,3,11,2,15,3,8,16,26,5,26,16,3,21,42,13,14,1
TWIST1,21,6,3,11,3,3,9,1,14,2,10,1,7,10,13,1,22,3,1,14,18,23,10,2
TWIST2,13,1,2,14,2,1,1,1,12,2,4,3,6,7,8,3,10,5,1,9,16,10,5,1
TWNK,24,2,3,13,2,5,11,4,20,4,10,2,8,11,16,3,17,8,1,15,21,8,11,2
TWSG1,41,4,6,20,6,5,14,1,15,9,17,3,11,25,44,10,90,21,3,29,66,8,5,3
TXK,23,2,1,18,2,4,8,1,14,3,8,1,10,7,10,2,21,5,4,20,22,4,5,3
TXLNA,34,3,4,25,2,6,12,4,16,8,21,1,17,32,36,4,55,9,11,45,38,9,9,4
TXLNB,10,4,1,8,3,1,7,1,9,5,5,1,8,6,8,3,10,2,2,8,14,7,2,2
TXLNG,38,3,1,27,1,5,9,3,22,5,18,6,11,13,17,3,28,8,2,23,33,10,4,1
TXN,74,13,6,37,8,11,25,7,36,16,36,4,43,54,88,10,122,29,24,90,143,12,8,1
TXN2,108,11,10,55,10,16,32,5,45,17,36,3,27,26,65,10,68,15,16,67,101,17,20,5
TXNDC11,24,4,2,14,4,6,10,1,11,6,13,1,7,3,23,2,33,4,6,18,31,6,5,1
TXNDC15,60,9,7,30,10,7,23,14,30,7,29,1,23,36,43,11,65,18,4,47,55,9,5,4
TXNDC16,25,2,3,15,5,2,19,1,19,6,13,2,9,10,13,1,26,6,7,17,32,1,10,1
TXNDC17,29,11,4,7,3,4,14,4,8,8,18,3,15,14,28,8,41,15,5,24,51,9,3,1
TXNDC2,21,2,3,12,1,5,3,1,10,1,7,1,7,7,11,1,18,4,2,8,21,6,12,1
TXNDC5,38,5,8,20,6,3,17,5,28,4,23,2,23,31,36,3,38,11,8,37,57,7,8,1
TXNDC8,17,4,3,9,1,3,8,1,8,1,7,4,11,8,19,4,18,6,1,21,18,14,11,1
TXNDC9,41,7,5,23,1,7,20,5,31,5,20,2,14,20,19,5,47,11,8,33,42,7,1,1
TXNIP,273,22,29,115,37,35,90,27,120,42,125,11,80,81,265,29,378,108,56,211,419,26,14,1
TXNL1,83,6,15,35,11,4,26,5,38,14,46,5,31,24,37,2,56,18,24,38,56,4,5,2
TXNL4A,77,11,10,34,15,8,23,7,25,8,30,2,32,28,51,10,52,21,14,43,78,8,9,4
TXNL4B,32,1,4,17,3,4,13,3,27,2,14,2,15,8,14,1,30,8,5,17,35,6,4,1
TXNRD1,61,8,4,24,4,3,17,1,26,11,25,3,27,25,48,6,51,15,15,44,69,5,8,1
TXNRD2,95,14,12,54,5,12,25,3,45,18,39,3,17,34,37,8,64,14,14,34,58,28,16,3
TXNRD3,46,4,1,27,2,7,8,4,21,7,23,1,5,11,21,3,28,8,2,21,26,4,2,2
TYK2,65,10,7,47,7,9,22,3,58,2,31,1,33,43,54,12,72,20,13,60,74,13,9,3
TYMP,31,4,3,11,4,1,7,4,14,9,7,1,13,22,97,5,22,58,3,28,113,13,8,2
TYMS,64,7,3,8,1,14,10,3,10,9,10,1,25,15,32,11,18,12,15,22,36,7,3,1
TYR,41,10,8,21,8,5,10,3,16,5,12,1,16,13,26,7,23,10,3,24,36,16,23,6
TYRO3,68,11,4,37,11,2,27,2,30,9,24,1,10,18,24,4,26,5,6,27,30,12,8,1
TYROBP,20,19,1,15,13,3,8,21,13,43,6,6,17,24,260,6,22,97,5,34,394,11,8,1
TYRP1,15,9,3,8,9,2,6,1,10,4,8,1,7,9,13,2,14,1,1,12,14,5,8,3
TYSND1,67,8,6,39,7,4,15,1,36,3,31,1,14,15,24,3,23,7,2,24,35,9,8,2
TYW1,51,6,9,39,3,8,11,4,20,4,24,2,19,24,15,6,69,11,9,46,44,5,9,3
TYW1B,26,5,8,18,2,2,14,1,13,5,12,2,9,12,15,1,27,8,6,18,39,9,8,3
TYW3,15,8,2,7,2,4,10,4,10,2,7,1,4,11,21,1,17,3,4,10,18,5,2,3
TYW5,32,6,5,15,6,5,9,1,8,3,13,1,3,11,22,4,25,1,3,16,21,4,9,2
U2AF1,114,10,14,44,9,21,35,8,53,17,55,6,63,59,98,20,105,24,14,92,108,22,10,3
U2AF1L4,29,5,4,17,5,3,16,1,23,4,14,1,15,26,17,3,40,12,4,39,49,6,8,3
U2AF2,90,10,16,56,8,16,31,8,54,4,52,4,55,68,67,16,95,16,22,81,107,12,9,1
U2SURP,81,5,7,37,4,14,29,3,31,4,23,1,23,22,35,4,44,15,8,52,32,3,5,2
UACA,22,2,14,7,2,2,6,1,11,2,5,1,12,7,12,1,11,10,5,14,22,5,3,3
UAP1,43,10,6,33,2,5,13,2,26,5,19,1,23,22,20,3,42,17,5,22,34,13,11,2
UAP1L1,19,6,5,20,6,4,7,2,22,3,9,2,8,13,14,5,38,11,8,26,37,9,9,3
UBA1,159,7,20,78,12,22,48,19,82,12,80,5,41,59,91,9,120,21,19,71,115,11,9,1
UBA2,53,11,4,17,4,8,19,7,21,10,25,1,38,27,36,7,70,18,5,59,76,5,5,2
UBA3,90,8,16,54,6,10,34,10,56,8,43,5,47,47,63,12,78,16,24,64,89,17,17,6
UBA5,88,8,14,45,5,14,27,8,30,10,23,1,24,27,22,8,58,12,6,43,59,9,11,1
UBA52,286,19,22,136,31,43,89,31,108,35,116,13,102,83,243,19,130,76,33,105,366,20,15,1
UBA6,52,2,7,19,5,5,20,2,24,10,8,1,22,21,25,12,36,6,9,36,48,9,5,1
UBA7,40,7,4,23,6,4,8,2,18,6,22,1,11,31,45,5,66,15,4,43,51,9,7,2
UBAC1,45,7,6,25,6,2,16,2,24,4,25,2,18,21,30,2,40,10,9,24,68,10,2,3
UBAC2,51,9,5,26,9,11,13,2,22,9,34,1,20,19,28,4,48,15,6,32,53,13,4,1
UBALD1,46,4,4,32,3,5,18,3,29,6,24,3,27,35,35,10,65,14,6,45,54,31,14,3
UBALD2,43,7,8,40,8,12,19,8,32,9,33,6,25,18,36,13,53,20,16,23,48,11,11,3
UBAP1,58,4,4,31,7,6,19,2,20,11,27,2,13,17,29,2,24,4,4,16,39,8,9,2
UBAP1L,21,2,3,17,4,5,15,2,18,4,8,1,6,5,11,1,8,5,1,11,23,7,7,1
UBAP2,61,4,6,36,8,9,24,3,27,8,36,3,15,28,29,8,47,11,3,31,52,13,14,3
UBAP2L,85,9,14,39,4,8,23,4,39,7,38,1,28,38,47,3,64,17,11,57,91,8,4,2
UBASH3A,11,4,1,15,1,1,2,2,10,2,10,1,9,3,10,3,12,8,1,13,20,7,4,1
UBASH3B,14,4,2,8,4,2,7,5,11,4,10,1,8,16,25,3,14,4,3,7,48,5,7,2
UBB,396,27,41,133,28,40,97,33,149,67,149,18,154,102,244,45,369,78,75,248,509,21,13,5
UBD,24,5,3,9,2,4,6,5,8,7,13,2,9,7,12,4,15,4,2,10,30,4,10,3
UBE2A,51,11,4,21,5,7,22,5,29,11,18,1,14,27,45,5,43,9,12,45,74,3,2,1
UBE2B,82,9,5,52,10,6,28,4,38,11,31,3,22,24,58,3,57,15,13,42,66,10,7,2
UBE2C,44,5,22,12,1,18,11,4,14,6,14,1,97,12,38,25,19,12,36,32,50,8,5,1
UBE2D1,34,8,6,17,8,1,12,4,20,7,16,1,17,11,32,1,20,8,6,16,46,9,13,1
UBE2D2,68,3,6,23,4,8,24,5,32,14,28,4,24,22,50,6,65,20,9,34,66,4,1,1
UBE2D3,146,14,11,70,18,15,42,11,58,21,72,2,51,62,107,13,88,29,18,72,143,3,3,2
UBE2D4,26,7,5,19,3,7,10,3,13,6,19,1,16,10,18,2,29,3,5,17,43,11,3,2
UBE2E1,116,15,19,71,19,12,31,12,43,28,58,4,48,59,84,16,91,22,24,97,144,6,10,1
UBE2E2,84,7,13,54,13,7,31,4,37,9,53,5,29,33,53,5,60,18,14,50,83,10,9,4
UBE2E3,65,7,6,25,7,10,18,5,23,7,32,1,27,37,51,10,53,17,19,55,89,4,6,1
UBE2F,29,9,5,15,6,5,7,3,17,4,13,2,10,13,24,1,23,7,1,15,39,5,8,1
UBE2G1,82,11,6,30,3,9,22,10,30,6,31,1,30,32,53,4,67,14,15,31,59,12,7,3
UBE2G2,83,5,8,60,5,16,41,9,50,10,57,4,51,50,54,17,113,18,22,103,64,16,9,3
UBE2H,69,6,8,43,8,13,23,7,29,10,32,6,23,40,67,3,84,17,20,62,103,7,6,2
UBE2I,91,17,15,62,4,12,33,6,41,11,30,3,41,46,74,16,86,51,14,82,112,14,13,1
UBE2J1,48,9,5,37,1,5,14,7,17,6,21,3,11,15,21,4,27,19,11,27,50,9,3,1
UBE2J2,21,4,4,12,1,3,9,1,18,1,9,2,12,17,18,3,21,6,2,20,31,11,2,1
UBE2K,81,12,11,46,13,10,22,8,34,7,47,5,32,36,68,7,77,19,12,63,90,8,11,1
UBE2L3,81,10,14,55,9,11,28,7,29,8,36,4,51,58,87,8,61,17,15,49,90,7,6,1
UBE2L5,19,2,2,13,2,2,8,1,7,2,9,2,8,7,6,1,10,4,2,12,21,2,1,1
