"","logFC","AveExpr","t","P.Value","adj.P.Val","B","label","DEG"
"KRT18",-1.48370439086676,6.83783758743435,-3.34041412136972,0.00158110343746951,0.0146465403457085,-1.46652384401387,"","down"
"GBP2",1.00283986254136,5.83581257685523,3.37278025376397,0.00143715299421558,0.0138813913103641,-1.46927232087951,"","up"
"LCE3A",-1.18070989699908,5.44703776907442,-3.3652063344275,0.00146967918904534,0.0140615495707109,-1.47176849138588,"","down"
"REX1BD",0.877030814523057,6.11704944629108,3.34377290128847,0.00156555220970432,0.0145663083957342,-1.47183469047719,"","up"
"SUPT3H",-0.634792421306055,4.70218864259954,-3.36045520524088,0.0014904381413041,0.0141646529048653,-1.47536844740545,"","down"
"OPALIN",-1.50984884240645,5.04212915085413,-3.31149914689203,0.00172117039165105,0.0154442861044007,-1.47569150344064,"","down"
"DNAJC10",1.13184365699846,6.00316797376439,3.33007361526724,0.00162990474506003,0.0149108436026156,-1.48038193857911,"","up"
"NACA",1.18637090041931,7.73839199068622,3.29176249577315,0.00182343899126984,0.0160700471100173,-1.48301351241081,"","up"
"DDAH2",0.935595387032936,6.07459201787893,3.34600238271469,0.00155530985703186,0.0145281708765142,-1.48450666141059,"","up"
"NOS3",-1.05991763550079,5.06503767820978,-3.34971334613588,0.00153840226094364,0.0144558872056486,-1.48464107861019,"","down"
"PDE4B",-0.896423103827792,5.66452492672556,-3.35230714156114,0.0015266882659566,0.0144126279478764,-1.48968848140317,"","down"
"ADCY7",1.09375277026925,5.70588711632051,3.36705397486689,0.00146168068457163,0.0140228446473204,-1.49092473114968,"","up"
"BRI3BP",-0.99549489216469,5.51498767424826,-3.3147281838843,0.00170496451934879,0.0153580177830385,-1.49607545509887,"","down"
"THRB",-0.960535189120173,5.05446038070714,-3.30476069213103,0.00175546030501351,0.0156458707712542,-1.49740410817311,"","down"
"TPP1",1.29732694481477,6.82849171086167,3.32501198256619,0.00165430990459076,0.0150371577426254,-1.49782006819506,"","up"
"KHDRBS1",0.887952644151532,6.58076689081576,3.31252279607939,0.00171601718155177,0.0154156903459065,-1.49823405678317,"","up"
"CLEC12B",-0.980747027214108,5.05680268263503,-3.33758498804668,0.00159431590206216,0.0147277007385156,-1.49892632302921,"","down"
"NINL",-0.990280163084086,5.38114628758684,-3.33532102464447,0.00160496425477333,0.0147492472869033,-1.50115834407069,"","down"
"OR4K2",-1.31760376184048,4.89907186881247,-3.32534490902141,0.00165269408756544,0.0150371577426254,-1.50181436597887,"","down"
"GPX3",1.59843964742656,6.63760364669323,3.31099420155955,0.00172371775925754,0.0154442861044007,-1.5023378825571,"","up"
"RNF227",-0.637627637919467,5.17333577717465,-3.32782889366767,0.00164068549002547,0.0149901393547788,-1.50342108365883,"","down"
"TACR1",-1.01676455327748,4.9213031295637,-3.32113513213498,0.00167323623883784,0.0151441477327966,-1.50434821521444,"","down"
"PTBP3",0.922470520088298,5.80908380854557,3.34173257142057,0.00157498160364534,0.0146157056730698,-1.51068619953906,"","up"
"MFN2",0.773334143174267,5.4777895091435,3.34296799022849,0.00156926569949378,0.0145912916186876,-1.51129164079589,"","up"
"IL13RA1",1.31782400973746,5.97418928738255,3.36160782681847,0.00148537662289686,0.01414497241764,-1.51291339635129,"","up"
"ACTL9",-0.985735070037433,5.14224893202796,-3.34474983245496,0.00156105629052084,0.0145452265890258,-1.51563858851923,"","down"
"HSF2BP",-1.11568555319448,4.9499780437753,-3.32314274319897,0.00166340985267123,0.0150908710994578,-1.51862419259286,"","down"
"SLC25A32",-0.688534016953203,5.30090007827616,-3.32509137318792,0.00165392445626511,0.0150371577426254,-1.5193384863788,"","down"
"CXCR3",-1.31687295297185,5.06842111709454,-3.32100074334322,0.00167389597360911,0.0151441477327966,-1.52001187065752,"","down"
"TMEM63C",-0.984877278795778,4.8450760142409,-3.32690304812789,0.00164515170876453,0.0150177979128804,-1.52120789882089,"","down"
"ZFP28",-0.897385239500024,4.84406054947451,-3.33619630878843,0.00160083946461784,0.0147407349487983,-1.5233620664617,"","down"
"BCAS4",-0.996690762339179,5.22061999051917,-3.34747330637861,0.00154858718031184,0.0144887940547072,-1.52350783308272,"","down"
"UTF1",-1.4489017162528,6.94754886925992,-3.3137461042908,0.00170987801972036,0.015374815729919,-1.52450710554704,"","down"
"CRTC1",0.632372886203656,5.5405231768466,3.32618169704924,0.00164863944092165,0.0150247252949573,-1.52527356176172,"","up"
"SOD2",1.62473904434487,8.06610131166899,3.26472487122377,0.00197290176473494,0.0169349686266328,-1.52643690258782,"","up"
"MARCHF8",-0.770683686193744,5.27028773944672,-3.33132561466771,0.00162392095288963,0.0148848930236118,-1.52678026899544,"","down"
"PCP4",-0.99965438720476,5.09669187202099,-3.28864972226265,0.00184008412663946,0.0161548203413786,-1.52759272970958,"","down"
"LRP8",-0.885264977029799,5.38789418531896,-3.32616783070616,0.00164870655326299,0.0150247252949573,-1.52919342789013,"","down"
"SHLD2",-0.968876549233998,5.80532366730849,-3.32676273614663,0.00164582956899915,0.0150177979128804,-1.52949591267852,"","down"
"OR5T1",-1.32711591733722,4.95691843791267,-3.31409069212739,0.00170815246681948,0.0153690395381748,-1.52993362817594,"","down"
"RPH3AL",-1.36588664363779,5.19046473439251,-3.32085353677571,0.00167461891555134,0.0151441477327966,-1.53343358861005,"","down"
"TTC34",-1.4450777182865,4.91020786433509,-3.33366353288871,0.0016128028244945,0.0148116888522669,-1.53703374336503,"","down"
"HOXA2",-1.35463296849902,4.77845155193283,-3.31508490305301,0.00170318310954523,0.0153580177830385,-1.53968616179193,"","down"
"ZNF658",-1.07829789841217,5.27677694876439,-3.34196270341743,0.00157391535970675,0.0146153697898423,-1.54046552756067,"","down"
"FYB1",0.77656609853761,5.61618381885321,3.34801223619695,0.00154613097177875,0.0144887940547072,-1.54142834554088,"","up"
"RAB40AL",-0.673538826617399,5.00823297512682,-3.33614929239947,0.00160106077447898,0.0147407349487983,-1.54175095577532,"","down"
"NEDD8",0.790288964468871,6.73896548588712,3.29655725697956,0.00179807813576582,0.0159289835600839,-1.54320489736276,"","up"
"PXYLP1",0.781544416725099,5.86751272315666,3.29944370226435,0.00178297225545754,0.0158455111723944,-1.54327720611559,"","up"
"NEK2",-0.941244895331195,5.5680914816009,-3.31069610077381,0.00172522330505851,0.0154442861044007,-1.54854968380508,"","down"
"MED31",-0.815862037295596,5.11129065763759,-3.32457637559164,0.00165642632911615,0.0150467561996345,-1.54937693533708,"","down"
"FRZB",1.22269377794451,5.27462171145484,3.34561881846056,0.00155706743400433,0.0145350196191365,-1.55225825594858,"","up"
"DMRTA2",-1.76915631049776,5.47351754974387,-3.31798758174386,0.00168875289567495,0.0152525237662202,-1.55416091255465,"","down"
"ZNF627",-0.479852702190322,5.33252316254694,-3.3228747385092,0.00166471845038099,0.0150930927108344,-1.55545270865179,"","down"
"LILRB4",1.31369020559165,5.92896286941593,3.33848065861178,0.00159012170982943,0.0146985256943126,-1.55734099080051,"","up"
"TNS3",0.760807320926967,5.32209188824714,3.35124663655158,0.00153146741684542,0.0144289450050595,-1.55762565720397,"","up"
"ZNF98",-1.53792842704366,5.08161705966148,-3.31479142342568,0.00170464858055442,0.0153580177830385,-1.55845463811624,"","down"
"POLR3F",-0.736555984498406,5.32581563054397,-3.34214189034949,0.00157308562753531,0.0146153697898423,-1.55870989546574,"","down"
"CMTR2",-0.917073096163268,5.07950325250513,-3.30779665992405,0.00173993190853164,0.0155563288280753,-1.55877968725015,"","down"
"IL13",-0.995597605110277,5.50221234105365,-3.33159769314432,0.00162262334050339,0.0148826131728524,-1.56482466867371,"","down"
"PHAX",-1.17689049198081,8.64758458934153,-3.24543513280504,0.00208653400124211,0.0174975360186905,-1.56602987128472,"","down"
